sch_mf_chwp_handle,sch_mf_cwp_handle,sch_tchw_handle,sch_tcw_handle
1,0.8,5.4,29.9
1,0.8,5.4,29.9
1,0.8,5.6,29.9
1,0.8,5.8,29.9
1,0.8,5.8,29.9
1,0.8,5.8,29.8
1,0.8,5.6,29.8
1,0.8,5.4,29.9
1,0.8,5.4,29.9
1,0.8,5.4,29.9
1,0.8,5.4,29.9
1,0.8,5.4,29.9
1,0.8,5.6,29.9
1,0.8,5.6,29.9
1,0.8,5.8,29.9
1,0.8,5.8,29.9
1,0.8,5.6,29.9
1,0.8,5.6,29.9
1,0.8,5.6,29.9
1,0.8,5.4,29.9
1,0.8,5.4,29.9
1,0.8,5.4,29.9
1,0.8,5.4,29.9
1,0.8,5.6,29.9
1,0.8,5.8,29.9
1,0.8,5.8,29.8
1,0.8,5.8,29.9
1,0.8,5.6,29.8
1,0.8,5.6,29.8
1,0.8,5.6,29.8
1,0.8,5.4,29.8
1,0.8,5.4,29.9
1,0.8,5.4,29.9
1,0.8,5.6,29.9
1,0.8,5.8,29.8
1,0.8,5.8,29.9
1,0.8,5.8,29.8
1,0.8,5.8,29.9
1,0.8,5.6,29.8
1,0.8,5.6,29.9
1,0.8,5.6,29.8
1,0.8,5.4,29.8
1,0.8,5.4,29.8
1,0.8,5.4,29.9
1,0.8,5.6,29.9
1,0.8,5.8,29.8
1,0.8,5.9,29.8
1,0.8,5.8,29.9
1,0.8,5.8,29.8
1,0.8,5.6,29.8
1,0.8,5.6,29.8
1,0.8,5.4,29.8
1,0.8,5.4,29.9
1,0.8,5.4,29.9
1,0.8,5.6,29.9
1,0.8,5.6,29.9
1,0.8,5.8,29.8
1,0.8,5.8,29.8
1,0.8,5.8,29.9
1,0.8,5.6,29.9
1,0.8,5.6,29.8
1,0.8,5.6,29.8
1,0.8,5.4,29.8
1,0.8,5.4,29.8
1,0.8,5.4,29.8
1,0.8,5.6,29.8
1,0.8,5.8,29.9
1,0.8,5.9,29.9
1,0.8,5.8,29.9
1,0.8,5.8,29.9
1,0.8,5.6,29.9
1,0.8,5.6,29.9
1,0.8,5.6,29.9
1,0.8,5.4,29.9
1,0.8,5.4,29.9
1,0.8,5.6,29.9
1,0.8,5.6,29.9
1,0.8,5.8,29.9
1,0.8,5.8,29.9
1,0.8,5.8,29.9
1,0.8,5.6,29.9
1,0.8,5.6,29.9
1,0.8,5.6,29.8
1,0.8,5.4,29.8
1,0.8,5.4,29.8
1,0.8,5.4,29.9
1,0.8,5.4,29.9
1,0.8,5.6,29.9
1,0.8,5.8,29.9
1,0.8,5.8,29.8
1,0.8,5.8,29.8
1,0.8,5.6,29.8
1,0.8,5.6,29.9
1,0.8,5.6,29.9
1,0.8,5.4,29.9
1,0.8,5.4,29.9
1,0.8,5.4,29.9
1,0.8,5.4,29.9
1,0.8,5.6,29.9
1,0.8,5.8,29.9
1,0.8,5.8,29.9
1,0.8,5.6,29.9
1,0.8,5.4,29.9
1,0.8,5.4,29.9
1,0.8,5.4,29.8
1,0.8,5.4,29.8
1,0.8,5.3,29.8
1,0.8,5.4,29.8
1,0.8,5.4,29.8
1,0.8,5.8,29.8
1,0.8,5.8,29.9
1,0.8,5.6,29.9
1,0.8,5.4,29.8
1,0.8,5.4,29.8
1,0.8,5.3,29.8
1,0.8,5.3,29.8
1,0.8,5.3,29.8
1,0.8,5.3,29.8
1,0.8,5.4,29.8
1,0.8,5.4,29.8
1,0.8,5.8,29.8
1,0.8,5.8,29.9
1,0.8,5.6,29.9
1,0.8,5.4,29.9
1,0.8,5.4,29.9
1,0.8,5.3,29.9
1,0.8,5.3,29.9
1,0.8,5.3,29.8
1,0.8,5.3,29.8
1,0.8,5.4,29.8
1,0.8,5.6,29.8
1,0.8,5.6,29.9
1,0.8,5.6,29.9
1,0.8,5.6,29.9
1,0.8,5.4,29.9
1,0.8,5.3,29.8
1,0.8,5.3,29.8
1,0.8,5.3,29.8
1,0.8,5.3,29.8
1,0.8,5.4,29.8
1,0.8,5.4,29.9
1,0.8,5.6,29.9
1,0.8,5.8,29.8
1,0.8,5.8,29.8
1,0.8,5.4,29.8
1,0.8,5.4,29.8
1,0.8,5.3,29.9
1,0.8,5.3,29.9
1,0.8,5.3,29.9
1,0.8,5.3,29.9
1,0.8,5.4,29.9
1,0.8,5.6,29.8
1,0.8,5.8,29.9
1,0.8,5.8,29.9
1,0.8,5.8,29.9
1,0.8,5.6,29.9
1,0.8,5.6,29.9
1,0.8,5.4,29.9
1,0.8,5.4,29.9
1,0.8,5.4,29.9
1,0.8,5.4,29.9
1,0.8,5.6,29.9
1,0.8,5.8,29.9
1,0.8,5.9,30.1
1,0.8,5.9,30.1
1,0.8,5.8,30.1
1,0.8,5.6,30.1
1,0.8,5.6,30.1
1,0.8,5.6,29.9
1,0.8,5.6,29.9
1,0.8,5.6,29.9
1,0.8,5.8,29.9
1,0.8,5.8,30.1
1,0.8,5.9,30.1
1,0.8,5.9,30.1
1,0.8,5.9,30.1
1,0.8,5.8,30.1
1,0.8,5.8,30.1
1,0.8,5.8,30.1
1,0.8,5.8,30.1
1,0.8,5.6,30.1
1,0.8,5.6,30.1
1,0.8,5.8,30.1
1,0.8,5.9,30.1
1,0.8,6.1,30.1
1,0.8,6.1,30.1
1,0.8,5.9,30.1
1,0.8,5.8,30.1
1,0.8,5.8,30.3
1,0.8,5.8,30.3
1,0.8,5.8,30.1
1,0.8,5.8,30.3
1,0.8,5.8,30.3
1,0.8,5.9,30.3
1,0.8,6.1,30.3
1,0.8,6.1,30.3
1,0.8,6.1,30.3
1,0.8,6.3,30.3
1,0.8,6.4,30.4
1,0.8,6.4,30.4
1,0.8,6.4,30.4
1,0.8,6.4,30.4
1,0.8,6.6,30.4
1,0.8,6.6,30.4
1,0.8,6.6,30.4
1,0.8,6.7,30.4
1,0.8,6.9,30.6
1,0.8,6.9,30.6
1,0.8,6.9,30.6
1,0.8,6.7,30.6
1,0.8,6.7,30.6
1,0.8,6.7,30.7
1,0.8,6.7,30.7
1,0.8,6.7,30.7
1,0.8,6.7,30.7
1,0.8,6.9,30.7
1,0.8,6.9,30.7
1,0.8,7.1,30.7
1,0.8,7.1,30.7
1,0.8,7.1,30.7
1,0.8,7.1,30.7
1,0.8,6.9,30.7
1,0.8,6.7,30.9
1,0.8,6.6,31.1
1,0.8,6.3,31.2
1,0.8,6.3,31.4
1,0.804,6.3,31.5
1,0.81,6.4,31.5
1,0.816,6.4,31.5
1,0.824,6.4,31.7
1,0.828,6.4,31.7
1,0.832,6.4,31.7
1,0.834,6.4,31.7
1,0.836,6.4,31.9
1,0.838,6.3,31.9
1,0.838,6.1,31.9
1,0.838,6.1,31.9
1,0.842,6.1,32
1,0.846,6.3,32
1,0.854,6.4,32.2
1,0.864,6.4,32.2
1,0.87,6.4,32.2
1,0.872,6.3,32.2
1,0.874,6.3,32.2
1,0.874,6.1,32.2
1,0.874,6.1,32.2
1,0.874,6.1,32.2
1,0.874,6.1,32.2
1,0.874,6.1,32.2
1,0.874,6.1,32.2
1,0.874,6.3,32.2
1,0.876,6.3,32.2
1,0.876,6.3,32.2
1,0.876,6.3,32.3
1,0.876,6.1,32.3
1,0.876,5.9,32.3
1,0.878,5.8,32.2
1,0.88,5.4,32.2
1,0.88,5.3,32.2
1,0.88,5.3,32.2
1,0.882,5.3,32.2
1,0.884,5.4,32.2
1,0.89,5.6,32.3
1,0.898,5.6,32.3
1,0.906,5.6,32.3
1,0.91,5.4,32.3
1,0.91,5.3,32.3
1,0.912,5.1,32.3
1,0.914,5,32.3
1,0.916,4.8,32.3
1,0.918,4.8,32.2
1,0.916,5.3,32.2
1,0.908,5.6,32.2
1,0.9,5.8,32
1,0.89,5.8,32
1,0.878,5.8,32
1,0.868,5.6,32
1,0.86,5.6,32
1,0.854,5.4,31.9
1,0.846,5.4,31.9
1,0.838,5.3,31.9
1,0.83,5.3,31.9
1,0.828,5.4,31.9
1,0.826,5.6,31.9
1,0.826,5.8,31.9
1,0.826,5.8,31.9
1,0.826,5.6,31.9
1,0.826,5.6,31.9
1,0.826,5.4,31.9
1,0.826,5.4,31.7
1,0.824,5.4,31.7
1,0.824,5.4,31.7
1,0.822,5.4,31.7
1,0.82,5.4,31.7
1,0.82,5.6,31.9
1,0.82,5.8,31.9
1,0.82,5.8,32
1,0.82,5.8,32
1,0.82,5.6,31.9
1,0.82,5.4,31.9
1,0.818,5.4,31.9
1,0.818,5.4,31.9
1,0.816,5.4,31.9
1,0.814,5.4,31.9
1,0.814,5.4,31.9
1,0.814,5.6,31.9
1,0.814,5.8,31.9
1,0.814,5.8,32
1,0.814,5.8,32
1,0.814,5.8,32
1,0.816,5.6,32
1,0.816,5.6,31.9
1,0.816,5.6,32
1,0.816,5.6,32
1,0.814,5.4,32
1,0.814,5.6,32
1,0.812,5.6,32
1,0.812,5.8,32
1,0.816,5.8,32.2
1,0.818,5.8,32.2
1,0.828,5.8,32.2
1,0.834,5.6,32.2
1,0.834,5.6,32.2
1,0.836,5.6,32.2
1,0.836,5.4,32.2
1,0.836,5.4,32.2
1,0.836,5.4,32.2
1,0.836,5.6,32.3
1,0.836,5.6,32.3
1,0.836,5.6,32.2
1,0.838,5.6,32.2
1,0.838,5.6,32.2
1,0.838,5.6,32.2
1,0.838,5.4,32.2
1,0.838,5.3,32.2
1,0.838,5.3,32.2
1,0.836,5.3,32.2
1,0.836,5.4,32.2
1,0.836,5.4,32.2
1,0.838,5.6,32.2
1,0.84,5.6,32.2
1,0.842,5.6,32.2
1,0.846,5.6,32.2
1,0.848,5.4,32.2
1,0.848,5.3,32.2
1,0.848,5.3,32.3
1,0.848,5.3,32.2
1,0.848,5.3,32.2
1,0.846,5.3,32.2
1,0.846,5.4,32.3
1,0.846,5.6,32.3
1,0.848,5.6,32.3
1,0.85,5.6,32.3
1,0.85,5.6,32.2
1,0.85,5.4,32.2
1,0.85,5.4,32.3
1,0.85,5.4,32.3
1,0.848,5.3,32.2
1,0.848,5.3,32.2
1,0.846,5.4,32.2
1,0.846,5.4,32.2
1,0.846,5.8,32.3
1,0.852,5.8,32.2
1,0.856,5.6,32.2
1,0.86,5.6,32.2
1,0.86,5.4,32.2
1,0.86,5.4,32.2
1,0.86,5.4,32.2
1,0.86,5.4,32.2
1,0.86,5.4,32.2
1,0.86,5.6,32.3
1,0.86,5.6,32.3
1,0.86,5.8,32.3
1,0.86,5.8,32.5
1,0.86,5.6,32.5
1,0.86,5.6,32.5
1,0.86,5.6,32.5
1,0.86,5.6,32.5
1,0.86,5.6,32.5
1,0.86,5.4,32.5
1,0.86,5.4,32.3
1,0.86,5.6,32.3
1,0.86,5.8,32.5
1,0.86,5.8,32.5
1,0.86,5.8,32.5
1,0.86,5.8,32.5
1,0.86,5.8,32.5
1,0.86,5.6,32.5
1,0.86,5.6,32.5
1,0.86,5.6,32.5
1,0.86,5.4,32.5
1,0.86,5.6,32.5
1,0.86,5.6,32.5
1,0.86,5.6,32.5
1,0.866,5.6,32.5
1,0.866,5.6,32.5
1,0.87,5.6,32.5
1,0.87,5.6,32.5
1,0.87,5.4,32.5
1,0.87,5.4,32.5
1,0.87,5.4,32.5
1,0.87,5.4,32.5
1,0.87,5.4,32.5
1,0.87,5.4,32.5
1,0.87,5.6,32.5
1,0.874,5.8,32.7
1,0.882,5.6,32.7
1,0.882,5.6,32.7
1,0.882,5.4,32.7
1,0.882,5.4,32.7
1,0.882,5.3,32.5
1,0.882,5.3,32.7
1,0.882,5.3,32.7
1,0.882,5.3,32.7
1,0.882,5.3,32.7
1,0.882,5.6,32.7
1,0.884,5.6,32.8
1,0.886,5.6,32.8
1,0.888,5.4,32.8
1,0.89,5.3,32.7
1,0.89,5.1,32.5
1,0.89,5.1,32.2
1,0.888,5.1,32.2
1,0.886,5.1,31.9
1,0.882,5.3,31.7
1,0.874,5.4,31.5
1,0.87,5.4,31.4
1,0.868,5.4,31.4
1,0.866,5.4,31.2
1,0.864,5.3,31.1
1,0.862,5.1,30.9
1,0.856,5.1,30.7
1,0.846,5.3,30.6
1,0.832,5.3,30.4
1,0.814,5.4,30.3
1,0.8,5.6,30.3
1,0.8,5.8,30.3
1,0.8,5.8,30.1
1,0.8,5.8,30.1
1,0.8,5.6,30.1
1,0.8,5.6,30.1
1,0.8,5.4,30.1
1,0.8,5.3,30.1
1,0.8,5.3,30.1
1,0.8,5.3,30.1
1,0.8,5.3,30.3
1,0.8,5.4,30.3
1,0.8,5.6,30.4
1,0.8,5.8,30.4
1,0.8,5.8,30.6
1,0.8,5.6,30.6
1,0.8,5.4,30.7
1,0.8,5.3,30.7
1,0.8,5.1,30.6
1,0.8,5.3,30.6
1,0.8,5.3,30.7
1,0.8,5.3,30.7
1,0.8,5.4,30.7
1,0.8,5.6,30.7
1,0.8,5.8,30.7
1,0.8,5.8,30.7
1,0.8,5.6,30.7
1,0.8,5.4,30.7
1,0.8,5.4,30.7
1,0.8,5.4,30.7
1,0.8,5.3,30.6
1,0.8,5.3,30.6
1,0.8,5.3,30.6
1,0.8,5.4,30.6
1,0.8,5.6,30.7
1,0.8,5.8,30.7
1,0.8,5.6,30.7
1,0.8,5.6,30.7
1,0.8,5.4,30.7
1,0.8,5.4,30.7
1,0.8,5.4,30.6
1,0.8,5.3,30.6
1,0.8,5.3,30.6
1,0.8,5.4,30.7
1,0.8,5.4,30.6
1,0.8,5.8,30.6
1,0.8,5.6,30.6
1,0.8,5.6,30.6
1,0.8,5.4,30.6
1,0.8,5.4,30.7
1,0.8,5.3,30.7
1,0.8,5.3,30.6
1,0.8,5.3,30.6
1,0.8,5.3,30.6
1,0.8,5.4,30.6
1,0.8,5.4,30.6
1,0.8,5.6,30.6
1,0.8,5.6,30.6
1,0.8,5.4,30.6
1,0.8,5.4,30.6
1,0.8,5.3,30.6
1,0.8,5.1,30.4
1,0.8,5.3,30.4
1,0.8,5.3,30.3
1,0.8,5.3,30.3
1,0.8,5.4,30.3
1,0.8,5.4,30.3
1,0.8,5.6,30.3
1,0.8,5.6,30.3
1,0.8,5.6,30.3
1,0.8,5.4,30.4
1,0.8,5.4,30.3
1,0.8,5.4,30.3
1,0.8,5.4,30.3
1,0.8,5.3,30.3
1,0.8,5.3,30.3
1,0.8,5.4,30.3
1,0.8,5.4,30.3
1,0.8,5.6,30.3
1,0.8,5.6,30.3
1,0.8,5.6,30.3
1,0.8,5.4,30.3
1,0.8,5.3,30.3
1,0.8,5.3,30.3
1,0.8,5.3,30.3
1,0.8,5.3,30.3
1,0.8,5.3,30.3
1,0.8,5.4,30.3
1,0.8,5.6,30.3
1,0.8,5.6,30.3
1,0.8,5.6,30.4
1,0.8,5.4,30.4
1,0.8,5.4,30.4
1,0.8,5.3,30.4
1,0.8,5.3,30.6
1,0.8,5.3,30.6
1,0.8,5.1,30.6
1,0.8,5.4,30.6
1,0.8,5.4,30.6
1,0.8,5.8,30.6
1,0.8,5.8,30.7
1,0.8,5.6,30.7
1,0.8,5.6,30.6
1,0.8,5.4,30.7
1,0.8,5.4,30.7
1,0.8,5.3,30.7
1,0.8,5.1,30.7
1,0.8,5.1,30.7
1,0.8,5.4,30.7
1,0.8,5.6,30.7
1,0.8,5.8,30.7
1,0.8,5.8,30.9
1,0.8,5.6,30.7
1,0.8,5.6,30.7
1,0.8,5.4,30.7
1,0.8,5.4,30.7
1,0.8,5.4,30.7
1,0.8,5.4,30.6
1,0.8,5.4,30.6
1,0.8,5.4,30.6
1,0.8,5.6,30.6
1,0.8,5.6,30.6
1,0.8,5.6,30.6
1,0.8,5.6,30.6
1,0.8,5.6,30.6
1,0.8,5.4,30.6
1,0.8,5.4,30.7
1,0.8,5.4,30.7
1,0.8,5.4,30.7
1,0.8,5.4,30.7
1,0.8,5.4,30.7
1,0.8,5.6,30.7
1,0.8,5.6,30.7
1,0.8,5.8,30.6
1,0.8,5.6,30.7
1,0.8,5.6,30.7
1,0.8,5.4,30.6
1,0.8,5.4,30.6
1,0.8,5.4,30.6
1,0.8,5.4,30.6
1,0.8,5.4,30.6
1,0.8,5.6,30.6
1,0.8,5.8,30.6
1,0.8,5.8,30.7
1,0.8,5.8,30.7
1,0.8,5.6,30.7
1,0.8,5.6,30.7
1,0.8,5.4,30.7
1,0.8,5.4,30.7
1,0.8,5.4,30.7
1,0.8,5.4,30.7
1,0.8,5.6,30.7
1,0.8,5.6,30.9
1,0.8,5.8,30.9
1,0.8,5.8,30.9
1,0.8,5.8,30.9
1,0.8,5.8,31.1
1,0.8,5.6,31.1
1,0.8,5.6,31.1
1,0.8,5.6,31.1
1,0.8,5.4,31.1
1,0.8,5.4,31.1
1,0.8,5.4,31.1
1,0.8,5.6,31.1
1,0.8,5.8,31.1
1,0.8,5.8,31.1
1,0.8,5.6,31.1
1,0.8,5.6,31.1
1,0.8,5.6,31.1
1,0.8,5.4,31.1
1,0.8,5.4,31.1
1,0.8,5.4,31.1
1,0.8,5.4,31.1
1,0.8,5.6,31.1
1,0.8,5.6,31.1
1,0.8,5.6,31.2
1,0.8,5.6,31.2
1,0.8,5.6,31.2
1,0.8,5.4,31.2
1,0.8,5.4,31.1
1,0.8,5.4,31.1
1,0.8,5.3,31.1
1,0.8,5.3,31.1
1,0.8,5.3,31.1
1,0.8,5.4,31.1
1,0.8,5.6,31.1
1,0.8,5.6,31.1
1,0.8,5.6,31.1
1,0.8,5.4,31.1
1,0.8,5.4,31.1
1,0.8,5.3,31.1
1,0.8,5.3,31.1
1,0.8,5.1,31.1
1,0.8,5.1,31.1
1,0.8,5.3,30.9
1,0.8,5.6,30.9
1,0.8,5.8,30.9
1,0.8,5.8,30.9
1,0.8,5.8,30.9
1,0.8,5.6,30.9
1,0.8,5.4,30.9
1,0.8,5.4,30.9
1,0.8,5.4,30.9
1,0.8,5.3,30.9
1,0.8,5.3,30.9
1,0.8,5.3,30.9
1,0.8,5.3,30.9
1,0.8,5.4,31.1
1,0.8,5.6,31.1
1,0.8,5.6,31.1
1,0.8,5.4,31.1
1,0.8,5.4,31.1
1,0.8,5.3,31.1
1,0.8,5.3,31.1
1,0.8,5.3,31.1
1,0.8,5.1,31.1
1,0.8,5.3,30.9
1,0.8,5.6,30.9
1,0.8,5.8,30.9
1,0.8,5.8,30.9
1,0.8,5.8,30.9
1,0.8,5.6,30.9
1,0.8,5.4,30.9
1,0.8,5.4,30.9
1,0.8,5.4,30.9
1,0.8,5.3,30.7
1,0.8,5.3,30.7
1,0.8,5.3,30.7
1,0.8,5.4,30.7
1,0.8,5.6,30.9
1,0.8,5.6,30.9
1,0.8,5.6,30.9
1,0.8,5.6,30.9
1,0.8,5.4,30.9
1,0.8,5.4,30.9
1,0.8,5.3,30.9
1,0.8,5.1,30.9
1,0.8,5.1,30.9
1,0.8,5.4,30.9
1,0.8,5.6,30.9
1,0.8,5.8,30.9
1,0.8,5.8,30.9
1,0.8,5.8,30.9
1,0.8,5.6,30.9
1,0.8,5.6,30.9
1,0.8,5.4,30.7
1,0.8,5.4,30.7
1,0.8,5.4,30.7
1,0.8,5.4,30.7
1,0.8,5.4,30.6
1,0.8,5.4,30.6
1,0.8,5.6,30.7
1,0.8,5.8,30.7
1,0.8,5.8,30.7
1,0.8,5.6,30.7
1,0.8,5.6,30.7
1,0.8,5.4,30.7
1,0.8,5.4,30.7
1,0.8,5.4,30.7
1,0.8,5.4,30.7
1,0.8,5.6,30.7
1,0.8,5.6,30.7
1,0.8,5.8,30.7
1,0.8,5.8,30.9
1,0.8,5.8,30.7
1,0.8,5.8,30.7
1,0.8,5.6,30.7
1,0.8,5.6,30.7
1,0.8,5.4,30.7
1,0.8,5.4,30.7
1,0.8,5.4,30.7
1,0.8,5.6,30.7
1,0.8,5.6,30.9
1,0.8,5.9,30.9
1,0.8,5.9,30.9
1,0.8,5.8,31.1
1,0.8,5.6,31.1
1,0.8,5.4,31.1
1,0.8,5.4,31.1
1,0.8,5.4,31.1
1,0.8,5.3,31.1
1,0.8,5.3,31.1
1,0.8,5.4,31.1
1,0.8,5.6,31.1
1,0.8,5.8,31.2
1,0.8,5.8,31.2
1,0.8,5.8,31.2
1,0.8,5.6,31.2
1,0.8,5.4,31.2
1,0.8,5.3,31.2
1,0.8,5.3,31.2
1,0.8,5.1,31.2
1,0.8,5.1,31.2
1,0.8,5.4,31.2
1,0.8,5.6,31.2
1,0.8,5.8,31.2
1,0.8,5.8,31.2
1,0.8,5.8,31.2
1,0.8,5.6,31.2
1,0.8,5.6,31.2
1,0.8,5.4,31.2
1,0.8,5.4,31.1
1,0.8,10.5,40
1,0.8,5.4,31.1
1,0.8,5.4,31.2
1,0.8,5.4,31.2
1,0.8,5.4,31.2
1,0.8,5.6,31.2
1,0.8,5.4,31.2
1,0.8,5.4,31.2
1,0.8,5.3,31.2
1,0.8,5.3,31.2
1,0.8,5.3,31.2
1,0.8,5.3,31.2
1,0.8,5.1,31.1
1,0.8,5.3,31.1
1,0.8,5.4,30.9
1,0.8,5.8,30.9
1,0.8,5.8,30.9
1,0.8,5.8,30.9
1,0.8,5.6,30.9
1,0.8,5.6,30.7
1,0.8,5.4,30.7
1,0.8,5.4,30.6
1,0.8,5.3,30.6
1,0.8,5.3,30.6
1,0.8,5.4,30.6
1,0.8,5.4,30.6
1,0.8,5.6,30.6
1,0.8,5.8,30.6
1,0.8,5.8,30.7
1,0.8,5.4,30.6
1,0.8,5.4,30.6
1,0.8,5.3,30.6
1,0.8,5.3,30.6
1,0.8,5.3,30.7
1,0.8,5.3,30.7
1,0.8,5.4,30.7
1,0.8,5.4,30.7
1,0.8,5.6,30.6
1,0.8,5.6,30.6
1,0.8,5.6,30.6
1,0.8,5.4,30.6
1,0.8,5.4,30.7
1,0.8,5.3,30.7
1,0.8,5.3,30.7
1,0.8,5.3,30.6
1,0.8,5.3,30.6
1,0.8,5.4,30.6
1,0.8,5.4,30.7
1,0.8,5.6,30.7
1,0.8,5.4,30.7
1,0.8,5.4,30.7
1,0.8,5.3,30.6
1,0.8,5.3,30.6
1,0.8,5.3,30.6
1,0.8,5.1,30.6
1,0.8,5.3,30.4
1,0.8,5.3,30.4
1,0.8,5.4,30.4
1,0.8,5.6,30.4
1,0.8,5.6,30.4
1,0.8,5.6,30.6
1,0.8,5.6,30.6
1,0.8,5.4,30.6
1,0.8,5.3,30.4
1,0.8,5.4,30.4
1,0.8,5.3,30.4
1,0.8,5.3,30.4
1,0.8,5.4,30.4
1,0.8,5.4,30.4
1,0.8,5.6,30.4
1,0.8,5.6,30.6
1,0.8,5.6,30.6
1,0.8,5.4,30.4
1,0.8,5.3,30.4
1,0.8,5.3,30.4
1,0.8,5.3,30.4
1,0.8,5.3,30.4
1,0.8,5.3,30.4
1,0.8,5.6,30.3
1,0.8,5.8,30.3
1,0.8,5.9,30.3
1,0.8,5.9,30.3
1,0.8,5.8,30.4
1,0.8,5.6,30.4
1,0.8,5.4,30.4
1,0.8,5.4,30.4
1,0.8,5.4,30.4
1,0.8,5.4,30.4
1,0.8,5.4,30.4
1,0.8,5.6,30.4
1,0.8,5.8,30.4
1,0.8,5.9,30.4
1,0.8,5.8,30.4
1,0.8,5.8,30.6
1,0.8,5.6,30.6
1,0.8,5.4,30.6
1,0.8,5.4,30.6
1,0.8,5.3,30.6
1,0.8,5.3,30.4
1,0.8,5.4,30.4
1,0.8,5.6,30.6
1,0.8,5.8,30.6
1,0.8,5.6,30.7
1,0.8,5.4,30.7
1,0.8,5.3,30.7
1,0.8,5.1,30.7
1,0.8,5.1,30.7
1,0.8,5.1,30.7
1,0.8,5.4,30.6
1,0.8,5.6,30.6
1,0.8,5.8,30.4
1,0.8,5.8,30.4
1,0.8,5.9,30.4
1,0.8,5.9,30.3
1,0.8,5.8,30.4
1,0.8,5.6,30.4
1,0.8,5.6,30.3
1,0.8,5.4,30.3
1,0.8,5.4,30.3
1,0.8,5.4,30.3
1,0.8,5.4,30.3
1,0.8,5.6,30.3
1,0.8,5.6,30.4
1,0.8,5.8,30.4
1,0.8,5.8,30.4
1,0.8,5.8,30.4
1,0.8,5.8,30.4
1,0.8,5.6,30.4
1,0.8,5.6,30.4
1,0.8,5.4,30.4
1,0.8,5.4,30.4
1,0.8,5.4,30.4
1,0.8,5.6,30.4
1,0.8,5.6,30.4
1,0.8,5.9,30.4
1,0.8,5.9,30.6
1,0.8,5.6,30.7
1,0.8,5.3,30.7
1,0.8,5.1,30.7
1,0.8,5.3,30.7
1,0.8,5.3,30.7
1,0.8,5.4,30.7
1,0.8,5.4,30.6
1,0.8,5.4,30.7
1,0.8,5.6,30.7
1,0.8,5.8,30.7
1,0.8,5.8,30.7
1,0.8,5.6,30.7
1,0.8,5.4,30.7
1,0.8,5.3,30.7
1,0.8,5.3,30.7
1,0.8,5.3,30.7
1,0.8,5.3,30.7
1,0.8,5.3,30.9
1,0.8,5.3,30.9
1,0.8,5.4,30.9
1,0.8,5.6,30.9
1,0.8,5.6,30.9
1,0.8,5.4,30.9
1,0.8,5.4,30.9
1,0.8,5.4,30.9
1,0.8,5.3,30.9
1,0.8,5.3,30.9
1,0.8,5.3,30.9
1,0.8,5.3,30.9
1,0.8,5.3,30.9
1,0.8,5.4,30.9
1,0.8,5.6,30.9
1,0.8,5.6,30.9
1,0.8,5.4,30.9
1,0.8,5.3,30.9
1,0.8,5.3,30.7
1,0.8,5.3,30.7
1,0.8,5.3,30.7
1,0.8,5.1,30.7
1,0.8,5.1,30.7
1,0.8,5.4,30.7
1,0.8,5.6,30.6
1,0.8,5.6,30.7
1,0.8,5.6,30.6
1,0.8,5.6,30.6
1,0.8,5.4,30.6
1,0.8,5.4,30.6
1,0.8,5.4,30.6
1,0.8,5.3,30.7
1,0.8,5.3,30.6
1,0.8,5.3,30.6
1,0.8,5.4,30.6
1,0.8,5.6,30.7
1,0.8,5.6,30.7
1,0.8,5.4,30.7
1,0.8,5.3,30.6
1,0.8,5.3,30.6
1,0.8,5.3,30.6
1,0.8,5.4,30.4
1,0.8,5.4,30.3
1,0.8,5.4,30.3
1,0.8,5.6,30.3
1,0.8,5.8,30.3
1,0.8,5.8,30.3
1,0.8,5.8,30.1
1,0.8,5.8,30.1
1,0.8,5.6,30.1
1,0.8,5.6,30.1
1,0.8,5.6,30.1
1,0.8,5.6,30.1
1,0.8,5.6,30.1
1,0.8,5.6,30.1
1,0.8,5.6,30.1
1,0.8,5.8,30.1
1,0.8,5.9,30.1
1,0.8,5.8,30.3
1,0.8,5.6,30.3
1,0.8,5.6,30.1
1,0.8,5.4,30.3
1,0.8,5.4,30.3
1,0.8,5.4,30.3
1,0.8,5.4,30.3
1,0.8,5.4,30.3
1,0.8,5.6,30.3
1,0.8,5.8,30.4
1,0.8,5.6,30.6
1,0.8,5.3,30.6
1,0.8,5.1,30.7
1,0.8,5.1,30.7
1,0.8,5.3,30.6
1,0.8,5.4,30.4
1,0.8,5.6,30.3
1,0.8,5.6,30.3
1,0.8,5.6,30.1
1,0.8,5.8,30.1
1,0.8,5.9,30.1
1,0.8,5.8,30.1
1,0.8,5.8,30.3
1,0.8,5.6,30.3
1,0.8,5.4,30.3
1,0.8,5.4,30.3
1,0.8,5.4,30.3
1,0.8,5.3,30.3
1,0.8,5.4,30.3
1,0.8,5.6,30.3
1,0.8,5.8,30.4
1,0.8,5.9,30.4
1,0.8,5.8,30.4
1,0.8,5.8,30.4
1,0.8,5.6,30.4
1,0.8,5.4,30.4
1,0.8,5.4,30.4
1,0.8,5.4,30.4
1,0.8,5.3,30.4
1,0.8,5.3,30.4
1,0.8,5.4,30.4
1,0.8,5.8,30.4
1,0.8,5.8,30.6
1,0.8,5.6,30.6
1,0.8,5.6,30.6
1,0.8,5.6,30.6
1,0.8,5.6,30.6
1,0.8,5.4,30.6
1,0.8,5.4,30.6
1,0.8,5.4,30.6
1,0.8,5.4,30.4
