sch_mf_chwp_handle,sch_mf_cwp_handle,sch_tchw_handle,sch_tcw_handle
0,0,11.4,27.5
0,0,11.4,27.5
0,0,11.4,27.5
0,0,11.2,27.5
0,0,11.2,27.5
0,0,11.2,27.5
0,0,11.2,27.5
0,0,11.4,27.5
0,0,11.4,27.5
0,0,11.4,27.5
0,0,11.4,27.5
0,0,11.4,27.4
0,0,11.4,27.4
0,0,11.4,27.4
0,0,11.4,27.5
0,0,11.4,27.4
0,0,11.4,27.5
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.4,27.4
0,0,11.2,27.4
0,0,11.2,27.5
0,0,11.2,27.5
0,0,11.2,27.5
0,0,11.2,27.5
0,0,11.2,27.5
0,0,11.2,27.5
0,0,11.4,27.5
0,0,11.4,27.5
0,0,11.4,27.5
0,0,11.4,27.5
0,0,11.4,27.5
0,0,11.4,27.5
0,0,11.4,27.5
0,0,11.4,27.5
0,0,11.4,27.5
0,0,11.4,27.5
0,0,11.4,27.5
0,0,11.4,27.5
0,0,11.4,27.5
0,0,11.4,27.5
0,0,11.4,27.5
0,0,11.2,27.5
0,0,11.2,27.5
0,0,11.2,27.5
0,0,11.2,27.5
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.4,27.4
0,0,11.4,27.4
0,0,11.4,27.4
0,0,11.4,27.4
0,0,11.4,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.4,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.4,27.4
0,0,11.4,27.4
0,0,11.4,27.4
0,0,11.4,27.4
0,0,11.4,27.4
0,0,11.4,27.4
0,0,11.4,27.4
0,0,11.4,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.4,27.4
0,0,11.4,27.4
0,0,11.4,27.4
0,0,11.4,27.4
0,0,11.4,27.4
0,0,11.4,27.4
0,0,11.4,27.4
0,0,11.4,27.4
0,0,11.4,27.4
0,0,11.4,27.4
0,0,11.4,27.4
0,0,11.4,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.4,27.4
0,0,11.4,27.4
0,0,11.4,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.2,27.4
0,0,11.4,27.4
0,0,11.4,27.4
0,0,11.4,27.2
0,0,11.4,27.2
0,0,11.4,27.4
0,0,11.4,27.2
0,0,11.2,27.4
0,0,11.2,27.2
0,0,11.2,27.2
0,0,11.2,27.2
0,0,11.2,27.2
0,0,11.2,27.2
0,0,11.2,27.2
0,0,11.2,27.2
0,0,11.4,27.2
0,0,11.2,27.2
0,0,11.4,27.2
0,0,11.4,27.2
0,0,11.2,27.2
0,0,11.2,27.2
0,0,11.2,27.2
0,0,11.4,27.2
0,0,11.4,27.2
0,0,11.4,27.2
0,0,11.4,27.2
0,0,11.4,27.2
0,0,11.4,27.2
0,0,11.4,27.2
0,0,11.4,27.2
0,0,11.4,27.2
0,0,11.4,27.2
0,0,11.4,27.2
0,0,11.4,27.2
0,0,11.4,27.2
0,0,11.4,27.2
0,0,11.4,27.2
0,0,11.4,27.2
0,0,11.4,27.2
0,0,11.2,27.2
0,0,11.2,27.2
0,0,11.2,27.2
0,0,11.2,27.2
0,0,11.2,27.2
0,0,11.2,27.2
0,0,11.2,27.2
0,0,11.4,27.2
0,0,11.2,27.2
0,0,11.2,27.2
0,0,11.2,27.2
0,0,11.4,27.2
0,0,11.2,27.2
0,0,11.2,27.2
0,0,11.2,27.2
0,0,11.2,27.2
0,0,11.2,27.2
0,0,11.2,27.2
0,0,11.2,27.2
0,0,11.2,27.2
0,0,11.2,27.2
0,0,11.2,27.2
0,0,11.2,27.2
0,0,11.2,27
0,0,11.2,27
0,0,11.2,27.2
0,0,11.2,27
0,0,11.2,27
0,0,11.2,27
0,0,11.2,27
0,0,11.2,27
0,0,11.2,27
0,0,11.2,27
0,0,11.2,27
0,0,11.2,27
0,0,11.2,27
0,0,11.2,27
0,0,11.4,27
0,0,11.4,27
0,0,11.4,27
0,0,11.4,27
0,0,11.2,27
0,0,11.2,27
0,0,11.4,27
0,0,11.4,27
0,0,11.2,27
0,0,11.2,27
0,0,11.2,27
0,0,11.4,27
0,0,11.4,27
0,0,11.4,27
0,0,11.4,27
0,0,11.4,27
0,0,11.4,27
0,0,11.4,27
0,0,11.4,27
0,0,11.4,27
0,0,11.4,27
0,0,11.2,27
0,0,11.2,27
0,0,11.2,27
0,0,11.2,27
0,0,11.2,27
0,0,11.2,27
0,0,11.2,27
0,0,11.2,27
0,0,11.2,27
0,0,11.2,27
0,0,11.2,27
0,0,11.2,27
0,0,11.2,27
0,0,11.2,27
0,0,11.2,27
0,0,11.2,27
0,0,11.2,27
0,0,11.1,27
0,0,11.1,27
0,0,11.1,27
0,0,11.1,27
0,0,11.1,26.9
0,0,11.1,27
0,0,11.1,27
0,0,11.1,26.9
0,0,11.1,27
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,27
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.2,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.1,26.9
0,0,11.2,26.9
0,0,11.1,26.9
0,0,11.2,26.9
0,0,11.2,26.9
0,0,11.2,26.9
0,0,11.2,26.9
0,0,11.2,26.9
0,0,11.2,26.9
0,0,11.2,26.9
0,0,11.2,26.9
0,0,11.2,26.9
0,0,11.2,26.9
0,0,11.2,26.9
0,0,11.4,26.9
0,0,11.4,26.9
0,0,11.4,26.9
0,0,11.4,26.9
0,0,11.4,26.9
0,0,11.4,26.9
0,0,11.4,26.9
0,0,11.4,26.9
0,0,11.4,26.9
0,0,11.4,26.9
0,0,11.4,26.9
0,0,11.4,26.9
0,0,11.4,26.9
0,0,11.4,26.9
0,0,11.4,26.9
0,0,11.4,26.9
0,0,11.4,26.9
0,0,11.4,26.9
0,0,11.4,26.9
0,0,11.4,26.9
0,0,11.4,26.9
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.9
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.6,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.4,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.7,26.7
0,0,11.6,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.7,26.7
0,0,11.6,26.7
0,0,11.6,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.9,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.9,26.7
0,0,11.7,26.7
0,0,11.9,26.7
0,0,11.9,26.7
0,0,11.9,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.9,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.9,26.7
0,0,11.7,26.7
0,0,11.9,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.7,26.7
0,0,11.9,26.7
0,0,11.9,26.7
0,0,11.9,26.7
0,0,11.9,26.7
0,0,11.9,26.7
0,0,11.9,26.9
0,0,11.9,26.9
0,0,11.9,26.9
0,0,11.9,26.9
0,0,11.9,26.9
0,0,11.9,26.9
0,0,11.9,26.9
0,0,11.9,26.9
0,0,11.9,26.9
0,0,11.9,26.9
0,0,11.9,26.9
0,0,11.9,26.9
0,0,11.7,26.9
0,0,11.7,26.9
0,0,11.9,26.9
0,0,11.7,26.9
0,0,11.7,26.9
0,0,11.7,26.9
0,0,11.7,26.9
0,0,11.7,26.9
0,0,11.7,26.9
0,0,11.7,26.9
0,0,11.9,26.9
0,0,11.9,26.9
0,0,11.7,26.9
0,0,11.7,26.9
0,0,11.7,26.9
0,0,11.7,26.9
0,0,11.7,26.9
0,0,11.7,26.9
0,0,11.7,26.9
0,0,11.7,26.9
0,0,11.7,26.9
0,0,11.7,26.9
0,0,11.7,26.9
0,0,11.7,26.9
0,0,11.7,26.9
0,0,11.7,26.9
0,0,11.7,26.9
0,0,11.7,26.9
0,0,11.7,26.9
0,0,11.7,26.9
0,0,11.7,26.9
0,0,11.7,26.9
0,0,11.7,26.9
0,0,11.7,26.9
0,0,11.7,26.9
0,0,11.7,26.9
0,0,11.7,26.9
0,0,11.7,26.9
0,0,11.7,26.9
0,0,11.7,26.9
0,0,11.7,26.9
0,0,11.7,26.9
0,0,11.7,26.9
0,0,11.7,26.9
0,0,11.6,26.9
0,0,11.6,26.9
0,0,11.7,27
0,0,11.7,27
0,0,11.7,27
0,0,11.7,27
0,0,11.7,27
0,0,11.7,27
0,0,11.7,27
0,0,11.7,27
0,0,11.7,27
0,0,11.7,27
0,0,11.7,27
0,0,11.7,27
0,0,11.7,27
0,0,11.9,27
0,0,11.7,27
0,0,11.9,27
0,0,11.9,27
0,0,11.9,27
0,0,11.9,27
0,0,11.9,27
0,0,11.9,27
0,0,11.9,27
0,0,11.9,27
0,0,11.9,27
0,0,11.9,27
0,0,11.9,27
0,0,11.9,27
0,0,11.9,27
0,0,11.9,27
0,0,11.9,27
0,0,11.9,27
0,0,11.9,27
0,0,11.9,27
0,0,11.9,27
0,0,11.9,27
0,0,11.7,27
0,0,11.9,27
0,0,11.9,27
0,0,11.9,27
0,0,11.9,27
0,0,11.9,27
0,0,11.9,27
0,0,11.9,27
0,0,11.7,27
0,0,11.7,27
0,0,11.9,27
0,0,11.9,27
0,0,11.9,27
0,0,11.9,27
0,0,11.9,27
0,0,11.9,27
0,0,11.9,27
0,0,11.9,27
0,0,11.9,27
0,0,11.9,27
0,0,11.9,27
0,0,11.9,27
0,0,11.9,27
0,0,11.9,27
0,0,11.9,27
0,0,11.9,27
0,0,11.9,27
0,0,11.9,27
0,0,11.9,27
0,0,11.9,27
0,0,11.9,27
0,0,11.9,27
0,0,11.9,27
0,0,11.9,27.2
0,0,11.9,27.2
0,0,11.9,27
0,0,11.9,27.2
0,0,11.9,27
0,0,11.9,27.2
0,0,11.9,27
0,0,11.9,27
0,0,11.9,27.2
0,0,11.9,27
0,0,11.9,27.2
0,0,11.9,27
0,0,11.9,27
0,0,11.9,27
0,0,11.9,27.2
0,0,11.9,27.2
0,0,11.9,27.2
0,0,11.9,27.2
0,0,11.9,27.2
0,0,11.9,27.2
0,0,11.9,27.2
0,0,11.9,27.2
0,0,11.9,27.2
0,0,11.9,27.2
0,0,11.9,27.2
0,0,11.9,27.2
0,0,11.9,27.2
0,0,11.9,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.2,27.2
0,0,12.2,27.2
0,0,12.1,27.2
0,0,12.2,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,11.9,27.2
0,0,12.1,27.2
0,0,11.9,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.4
0,0,12.1,27.2
0,0,11.9,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,11.9,27.2
0,0,11.9,27.2
0,0,11.9,27.2
0,0,11.9,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.4
0,0,12.1,27.4
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,12.1,27.2
0,0,11.9,27.2
0,0,11.9,27.2
0,0,11.9,27.2
0,0,11.9,27.2
0,0,11.9,27.2
0,0,11.9,27.2
0,0,11.9,27.2
0,0,11.9,27.2
0,0,11.9,27.2
0,0,11.9,27.2
0,0,11.9,27.2
0,0,11.9,27.2
0,0,11.9,27.2
0,0,11.9,27.2
0,0,11.9,27.2
0,0,11.9,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.9,27.2
0,0,11.9,27.2
0,0,11.9,27.2
0,0,11.9,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.9,27.2
0,0,11.9,27.2
0,0,11.9,27.2
0,0,11.9,27.2
0,0,11.9,27.2
0,0,11.9,27.2
0,0,11.9,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.9,27.2
0,0,11.9,27.2
0,0,11.9,27.2
0,0,11.9,27.2
0,0,11.9,27.2
0,0,11.9,27.2
0,0,11.9,27.2
0,0,11.9,27.2
0,0,11.9,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.6,27.2
0,0,11.6,27.2
0,0,11.6,27.2
0,0,11.6,27.2
0,0,11.6,27.2
0,0,11.7,27.2
0,0,11.6,27.2
0,0,11.7,27.2
0,0,11.6,27.2
0,0,11.6,27.2
0,0,11.6,27.2
0,0,11.6,27.2
0,0,11.7,27.2
0,0,11.6,27.2
0,0,11.6,27.2
0,0,11.6,27.2
0,0,11.6,27.2
0,0,11.6,27.2
0,0,11.6,27.2
0,0,11.6,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.7,27.2
0,0,11.6,27.2
0,0,11.6,27.2
0,0,11.6,27.2
0,0,11.6,27.2
0,0,11.6,27.2
0,0,11.6,27.2
0,0,11.4,27.2
0,0,11.4,27
0,0,11.4,27.2
0,0,11.4,27
0,0,11.4,27
0,0,11.4,27
0,0,11.4,27
0,0,11.4,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.7,27
0,0,11.7,27
0,0,11.7,27
0,0,11.7,27
0,0,11.7,27
0,0,11.7,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.7,27
0,0,11.7,27
0,0,11.7,27
0,0,11.7,27
0,0,11.7,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.7,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.7,27
0,0,11.7,27
0,0,11.7,27
0,0,11.7,27
0,0,11.7,27
0,0,11.7,27
0,0,11.6,27
0,0,11.7,27
0,0,11.7,27
0,0,11.7,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,27
0,0,11.6,26.9
0,0,11.6,27
0,0,11.6,26.9
0,0,11.6,26.9
0,0,11.6,26.9
0,0,11.6,26.9
0,0,11.6,26.9
0,0,11.6,26.9
0,0,11.6,27
0,0,11.6,26.9
0,0,11.6,26.9
0,0,11.6,26.9
0,0,11.6,26.9
